date,Apple Inc._unscaled,Apple Inc._monthly,isPartial,scale,Apple Inc.
2022-05-10,36,83.0,,0.83,29.88
2022-05-11,52,83.0,,0.83,43.16
2022-05-12,50,83.0,,0.83,41.5
2022-05-13,82,83.0,,0.83,68.06
2022-05-14,0,83.0,,0.83,0.0
2022-05-15,0,38.0,False,0.38,0.0
2022-05-16,0,38.0,,0.38,0.0
2022-05-17,0,38.0,,0.38,0.0
2022-05-18,54,38.0,,0.38,20.52
2022-05-19,39,38.0,,0.38,14.82
2022-05-20,28,38.0,,0.38,10.64
2022-05-21,55,38.0,,0.38,20.9
2022-05-22,0,23.0,False,0.23,0.0
2022-05-23,0,23.0,,0.23,0.0
2022-05-24,0,23.0,,0.23,0.0
2022-05-25,54,23.0,,0.23,12.42
2022-05-26,0,23.0,,0.23,0.0
2022-05-27,35,23.0,,0.23,8.05
2022-05-28,0,23.0,,0.23,0.0
2022-05-29,0,16.0,False,0.16,0.0
2022-05-30,0,16.0,,0.16,0.0
2022-05-31,0,16.0,,0.16,0.0
2022-06-01,66,16.0,,0.16,10.56
2022-06-02,41,16.0,,0.16,6.5600000000000005
2022-06-03,49,16.0,,0.16,7.84
2022-06-04,0,16.0,,0.16,0.0
2022-06-05,51,58.0,False,0.58,29.58
2022-06-06,92,58.0,,0.58,53.36
2022-06-07,38,58.0,,0.58,22.04
2022-06-08,0,58.0,,0.58,0.0
2022-06-09,66,58.0,,0.58,38.279999999999994
2022-06-10,0,58.0,,0.58,0.0
2022-06-11,0,58.0,,0.58,0.0
2022-06-12,0,50.0,False,0.5,0.0
2022-06-13,41,50.0,,0.5,20.5
2022-06-14,78,50.0,,0.5,39.0
2022-06-15,0,50.0,,0.5,0.0
2022-06-16,0,50.0,,0.5,0.0
2022-06-17,73,50.0,,0.5,36.5
2022-06-18,0,50.0,,0.5,0.0
2022-06-19,58,61.0,False,0.61,35.38
2022-06-20,67,61.0,,0.61,40.87
2022-06-21,64,61.0,,0.61,39.04
2022-06-22,43,61.0,,0.61,26.23
2022-06-23,85,61.0,,0.61,51.85
2022-06-24,77,61.0,,0.61,46.97
2022-06-25,0,61.0,,0.61,0.0
2022-06-26,0,61.0,False,0.61,0.0
2022-06-27,27,61.0,,0.61,16.47
2022-06-28,100,61.0,,0.61,61.0
2022-06-29,60,61.0,,0.61,36.6
2022-06-30,0,61.0,,0.61,0.0
2022-07-01,75,61.0,,0.61,45.75
2022-07-02,0,61.0,,0.61,0.0
2022-07-03,0,29.0,False,0.29,0.0
2022-07-04,0,29.0,,0.29,0.0
2022-07-05,0,29.0,,0.29,0.0
2022-07-06,58,29.0,,0.29,16.82
2022-07-07,0,29.0,,0.29,0.0
2022-07-08,0,29.0,,0.29,0.0
2022-07-09,0,29.0,,0.29,0.0
2022-07-10,52,37.0,False,0.37,19.24
2022-07-11,72,37.0,,0.37,26.64
2022-07-12,59,37.0,,0.37,21.83
2022-07-13,0,37.0,,0.37,0.0
2022-07-14,0,37.0,,0.37,0.0
2022-07-15,55,37.0,,0.37,20.35
2022-07-16,59,37.0,,0.37,21.83
2022-07-17,64,55.0,False,0.55,35.2
2022-07-18,100,55.0,,0.55,55.00000000000001
2022-07-19,68,55.0,,0.55,37.400000000000006
2022-07-20,0,55.0,,0.55,0.0
2022-07-21,40,55.0,,0.55,22.0
2022-07-22,59,55.0,,0.55,32.45
2022-07-23,0,55.0,,0.55,0.0
2022-07-24,0,40.0,False,0.4,0.0
2022-07-25,56,40.0,,0.4,22.400000000000002
2022-07-26,69,40.0,,0.4,27.6
2022-07-27,86,40.0,,0.4,34.4
2022-07-28,64,40.0,,0.4,25.6
2022-07-29,0,40.0,,0.4,0.0
2022-07-30,0,40.0,,0.4,0.0
2022-07-31,0,31.0,False,0.31,0.0
2022-08-01,0,31.0,,0.31,0.0
2022-08-02,0,31.0,,0.31,0.0
2022-08-03,0,31.0,,0.31,0.0
2022-08-04,0,31.0,,0.31,0.0
2022-08-05,0,31.0,,0.31,0.0
2022-08-06,44,31.0,,0.31,13.64
2022-08-07,0,50.0,False,0.5,0.0
2022-08-08,0,50.0,,0.5,0.0
2022-08-09,74,50.0,,0.5,37.0
2022-08-10,0,50.0,,0.5,0.0
2022-08-11,54,50.0,,0.5,27.0
2022-08-12,0,50.0,,0.5,0.0
2022-08-13,0,50.0,,0.5,0.0
2022-08-14,0,48.0,False,0.48,0.0
2022-08-15,84,48.0,,0.48,40.32
2022-08-16,0,48.0,,0.48,0.0
2022-08-17,0,48.0,,0.48,0.0
2022-08-18,0,48.0,,0.48,0.0
2022-08-19,52,48.0,,0.48,24.96
2022-08-20,36,48.0,,0.48,17.28
2022-08-21,77,64.0,False,0.64,49.28
2022-08-22,49,64.0,,0.64,31.36
2022-08-23,85,64.0,,0.64,54.4
2022-08-24,0,64.0,,0.64,0.0
2022-08-25,0,64.0,,0.64,0.0
2022-08-26,100,64.0,,0.64,64.0
2022-08-27,0,64.0,,0.64,0.0
2022-08-28,0,32.0,False,0.32,0.0
2022-08-29,57,32.0,,0.32,18.240000000000002
2022-08-30,51,32.0,,0.32,16.32
2022-08-31,0,32.0,,0.32,0.0
2022-09-01,0,32.0,,0.32,0.0
2022-09-02,62,32.0,,0.32,19.84
2022-09-03,0,32.0,,0.32,0.0
2022-09-04,0,42.0,False,0.42,0.0
2022-09-05,0,42.0,,0.42,0.0
2022-09-06,0,42.0,,0.42,0.0
2022-09-07,52,42.0,,0.42,21.84
2022-09-08,100,42.0,,0.42,42.0
2022-09-09,0,42.0,,0.42,0.0
2022-09-10,0,42.0,,0.42,0.0
2022-09-11,0,54.0,False,0.54,0.0
2022-09-12,82,54.0,,0.54,44.28
2022-09-13,41,54.0,,0.54,22.14
2022-09-14,0,54.0,,0.54,0.0
2022-09-15,56,54.0,,0.54,30.240000000000002
2022-09-16,0,54.0,,0.54,0.0
2022-09-17,0,54.0,,0.54,0.0
2022-09-18,0,44.0,False,0.44,0.0
2022-09-19,85,44.0,,0.44,37.4
2022-09-20,73,44.0,,0.44,32.12
2022-09-21,0,44.0,,0.44,0.0
2022-09-22,0,44.0,,0.44,0.0
2022-09-23,0,44.0,,0.44,0.0
2022-09-24,0,44.0,,0.44,0.0
2022-09-25,88,56.0,False,0.56,49.28
2022-09-26,83,56.0,,0.56,46.480000000000004
2022-09-27,62,56.0,,0.56,34.720000000000006
2022-09-28,45,56.0,,0.56,25.200000000000003
2022-09-29,0,56.0,,0.56,0.0
2022-09-30,0,56.0,,0.56,0.0
2022-10-01,0,56.0,,0.56,0.0
2022-10-02,0,34.0,False,0.34,0.0
2022-10-03,100,34.0,,0.34,34.0
2022-10-04,82,34.0,,0.34,27.880000000000003
2022-10-05,69,34.0,,0.34,23.46
2022-10-06,82,34.0,,0.34,27.880000000000003
2022-10-07,32,34.0,,0.34,10.88
2022-10-08,0,34.0,,0.34,0.0
2022-10-09,0,36.0,False,0.36,0.0
2022-10-10,0,36.0,,0.36,0.0
2022-10-11,51,36.0,,0.36,18.36
2022-10-12,0,36.0,,0.36,0.0
2022-10-13,0,36.0,,0.36,0.0
2022-10-14,0,36.0,,0.36,0.0
2022-10-15,0,36.0,,0.36,0.0
2022-10-16,0,49.0,False,0.49,0.0
2022-10-17,0,49.0,,0.49,0.0
2022-10-18,0,49.0,,0.49,0.0
2022-10-19,0,49.0,,0.49,0.0
2022-10-20,78,49.0,,0.49,38.22
2022-10-21,46,49.0,,0.49,22.54
2022-10-22,0,49.0,,0.49,0.0
2022-10-23,39,38.0,False,0.38,14.82
2022-10-24,79,38.0,,0.38,30.02
2022-10-25,0,38.0,,0.38,0.0
2022-10-26,49,38.0,,0.38,18.62
2022-10-27,0,38.0,,0.38,0.0
2022-10-28,0,38.0,,0.38,0.0
2022-10-29,0,38.0,,0.38,0.0
2022-10-30,66,58.0,False,0.58,38.279999999999994
2022-10-31,0,58.0,,0.58,0.0
2022-11-01,66,58.0,,0.58,38.279999999999994
2022-11-02,33,58.0,,0.58,19.139999999999997
2022-11-03,0,58.0,,0.58,0.0
2022-11-04,0,58.0,,0.58,0.0
2022-11-05,0,58.0,,0.58,0.0
2022-11-06,63,55.0,False,0.55,34.650000000000006
2022-11-07,0,55.0,,0.55,0.0
2022-11-08,63,55.0,,0.55,34.650000000000006
2022-11-09,50,55.0,,0.55,27.500000000000004
2022-11-10,52,55.0,,0.55,28.6
2022-11-11,28,55.0,,0.55,15.400000000000002
2022-11-12,0,55.0,,0.55,0.0
2022-11-13,0,41.0,False,0.41,0.0
2022-11-14,32,41.0,,0.41,13.12
2022-11-15,36,41.0,,0.41,14.76
2022-11-16,0,41.0,,0.41,0.0
2022-11-17,100,41.0,,0.41,41.0
2022-11-18,54,41.0,,0.41,22.139999999999997
2022-11-19,0,41.0,,0.41,0.0
2022-11-20,0,49.0,False,0.49,0.0
2022-11-21,0,49.0,,0.49,0.0
2022-11-22,55,49.0,,0.49,26.95
2022-11-23,70,49.0,,0.49,34.3
2022-11-24,0,49.0,,0.49,0.0
2022-11-25,31,49.0,,0.49,15.19
2022-11-26,0,49.0,,0.49,0.0
2022-11-27,35,55.0,False,0.55,19.25
2022-11-28,55,55.0,,0.55,30.250000000000004
2022-11-29,33,55.0,,0.55,18.150000000000002
2022-11-30,36,55.0,,0.55,19.8
2022-12-01,47,55.0,,0.55,25.85
2022-12-02,0,55.0,,0.55,0.0
2022-12-03,14,55.0,,0.55,7.700000000000001
2022-12-04,42,35.0,False,0.35,14.7
2022-12-05,13,35.0,,0.35,4.55
2022-12-06,16,35.0,,0.35,5.6
2022-12-07,0,35.0,,0.35,0.0
2022-12-08,0,35.0,,0.35,0.0
2022-12-09,0,35.0,,0.35,0.0
2022-12-10,0,35.0,,0.35,0.0
2022-12-11,17,46.0,False,0.46,7.82
2022-12-12,29,46.0,,0.46,13.34
2022-12-13,0,46.0,,0.46,0.0
2022-12-14,24,46.0,,0.46,11.040000000000001
2022-12-15,100,46.0,,0.46,46.0
2022-12-16,0,46.0,,0.46,0.0
2022-12-17,28,46.0,,0.46,12.88
2022-12-18,0,21.0,False,0.21,0.0
2022-12-19,0,21.0,,0.21,0.0
2022-12-20,19,21.0,,0.21,3.9899999999999998
2022-12-21,18,21.0,,0.21,3.78
2022-12-22,19,21.0,,0.21,3.9899999999999998
2022-12-23,0,21.0,,0.21,0.0
2022-12-24,0,21.0,,0.21,0.0
2022-12-25,0,20.0,False,0.2,0.0
2022-12-26,0,20.0,,0.2,0.0
2022-12-27,0,20.0,,0.2,0.0
2022-12-28,43,20.0,,0.2,8.6
2022-12-29,0,20.0,,0.2,0.0
2022-12-30,0,20.0,,0.2,0.0
2022-12-31,0,20.0,,0.2,0.0
2023-01-01,20,38.0,False,0.38,7.6
2023-01-02,0,38.0,,0.38,0.0
2023-01-03,0,38.0,,0.38,0.0
2023-01-04,33,38.0,,0.38,12.540000000000001
2023-01-05,19,38.0,,0.38,7.22
2023-01-06,0,38.0,,0.38,0.0
2023-01-07,28,38.0,,0.38,10.64
2023-01-08,0,25.0,False,0.25,0.0
2023-01-09,0,25.0,,0.25,0.0
2023-01-10,94,25.0,,0.25,23.5
2023-01-11,20,25.0,,0.25,5.0
2023-01-12,0,25.0,,0.25,0.0
2023-01-13,22,25.0,,0.25,5.5
2023-01-14,0,25.0,,0.25,0.0
2023-01-15,19,30.0,False,0.3,5.7
2023-01-16,0,30.0,,0.3,0.0
2023-01-17,46,30.0,,0.3,13.799999999999999
2023-01-18,100,30.0,,0.3,30.0
2023-01-19,0,30.0,,0.3,0.0
2023-01-20,28,30.0,,0.3,8.4
2023-01-21,0,30.0,,0.3,0.0
2023-01-22,20,48.0,False,0.48,9.6
2023-01-23,48,48.0,,0.48,23.04
2023-01-24,0,48.0,,0.48,0.0
2023-01-25,25,48.0,,0.48,12.0
2023-01-26,31,48.0,,0.48,14.879999999999999
2023-01-27,0,48.0,,0.48,0.0
2023-01-28,33,48.0,,0.48,15.84
2023-01-29,18,43.0,False,0.43,7.74
2023-01-30,16,43.0,,0.43,6.88
2023-01-31,0,43.0,,0.43,0.0
2023-02-01,31,43.0,,0.43,13.33
2023-02-02,100,43.0,,0.43,43.0
2023-02-03,35,43.0,,0.43,15.049999999999999
2023-02-04,41,43.0,,0.43,17.63
2023-02-05,0,34.0,False,0.34,0.0
2023-02-06,23,34.0,,0.34,7.82
2023-02-07,100,34.0,,0.34,34.0
2023-02-08,0,34.0,,0.34,0.0
2023-02-09,26,34.0,,0.34,8.84
2023-02-10,0,34.0,,0.34,0.0
2023-02-11,83,34.0,,0.34,28.220000000000002
2023-02-12,45,39.0,False,0.39,17.55
2023-02-13,57,39.0,,0.39,22.23
2023-02-14,0,39.0,,0.39,0.0
2023-02-15,34,39.0,,0.39,13.26
2023-02-16,0,39.0,,0.39,0.0
2023-02-17,56,39.0,,0.39,21.84
2023-02-18,64,39.0,,0.39,24.96
2023-02-19,0,36.0,False,0.36,0.0
2023-02-20,34,36.0,,0.36,12.24
2023-02-21,70,36.0,,0.36,25.2
2023-02-22,44,36.0,,0.36,15.84
2023-02-23,50,36.0,,0.36,18.0
2023-02-24,0,36.0,,0.36,0.0
2023-02-25,0,36.0,,0.36,0.0
2023-02-26,33,39.0,False,0.39,12.870000000000001
2023-02-27,49,39.0,,0.39,19.11
2023-02-28,52,39.0,,0.39,20.28
2023-03-01,13,39.0,,0.39,5.07
2023-03-02,0,39.0,,0.39,0.0
2023-03-03,39,39.0,,0.39,15.21
2023-03-04,100,39.0,,0.39,39.0
2023-03-05,35,37.0,False,0.37,12.95
2023-03-06,0,37.0,,0.37,0.0
2023-03-07,18,37.0,,0.37,6.66
2023-03-08,0,37.0,,0.37,0.0
2023-03-09,42,37.0,,0.37,15.54
2023-03-10,20,37.0,,0.37,7.4
2023-03-11,18,37.0,,0.37,6.66
2023-03-12,0,36.0,False,0.36,0.0
2023-03-13,35,36.0,,0.36,12.6
2023-03-14,24,36.0,,0.36,8.64
2023-03-15,0,36.0,,0.36,0.0
2023-03-16,0,36.0,,0.36,0.0
2023-03-17,29,36.0,,0.36,10.44
2023-03-18,0,36.0,,0.36,0.0
2023-03-19,0,40.0,False,0.4,0.0
2023-03-20,31,40.0,,0.4,12.4
2023-03-21,12,40.0,,0.4,4.800000000000001
2023-03-22,0,40.0,,0.4,0.0
2023-03-23,29,40.0,,0.4,11.600000000000001
2023-03-24,28,40.0,,0.4,11.200000000000001
2023-03-25,17,40.0,,0.4,6.800000000000001
2023-03-26,0,56.0,False,0.56,0.0
2023-03-27,0,56.0,,0.56,0.0
2023-03-28,16,56.0,,0.56,8.96
2023-03-29,17,56.0,,0.56,9.520000000000001
2023-03-30,21,56.0,,0.56,11.760000000000002
2023-03-31,0,56.0,,0.56,0.0
2023-04-01,81,56.0,,0.56,45.36000000000001
2023-04-02,74,60.0,False,0.6,44.4
2023-04-03,100,60.0,,0.6,60.0
2023-04-04,31,60.0,,0.6,18.599999999999998
2023-04-05,28,60.0,,0.6,16.8
2023-04-06,38,60.0,,0.6,22.8
2023-04-07,78,60.0,,0.6,46.8
2023-04-08,75,60.0,,0.6,45.0
2023-04-09,0,34.0,False,0.34,0.0
2023-04-10,0,34.0,,0.34,0.0
2023-04-11,72,34.0,,0.34,24.48
2023-04-12,40,34.0,,0.34,13.600000000000001
2023-04-13,37,34.0,,0.34,12.58
2023-04-14,59,34.0,,0.34,20.060000000000002
2023-04-15,0,34.0,,0.34,0.0
2023-04-16,67,53.0,False,0.53,35.510000000000005
2023-04-17,51,53.0,,0.53,27.03
2023-04-18,0,53.0,,0.53,0.0
2023-04-19,0,53.0,,0.53,0.0
2023-04-20,0,53.0,,0.53,0.0
2023-04-21,0,53.0,,0.53,0.0
2023-04-22,0,53.0,,0.53,0.0
2023-04-23,71,56.0,False,0.56,39.760000000000005
2023-04-24,39,56.0,,0.56,21.840000000000003
2023-04-25,59,56.0,,0.56,33.040000000000006
2023-04-26,92,56.0,,0.56,51.52
2023-04-27,60,56.0,,0.56,33.6
2023-04-28,93,56.0,,0.56,52.080000000000005
2023-04-29,0,56.0,,0.56,0.0
2023-04-30,0,55.0,False,0.55,0.0
2023-05-01,29,55.0,,0.55,15.950000000000001
2023-05-02,100,55.0,,0.55,55.00000000000001
2023-05-03,0,55.0,,0.55,0.0
2023-05-04,92,55.0,,0.55,50.6
2023-05-05,0,55.0,,0.55,0.0
2023-05-06,0,55.0,,0.55,0.0
2023-05-07,0,55.0,False,0.55,0.0
2023-05-08,0,55.0,,0.55,0.0
2023-05-09,93,55.0,,0.55,51.150000000000006
2023-05-10,27,55.0,,0.55,14.850000000000001
2023-05-11,39,55.0,,0.55,21.450000000000003
2023-05-12,0,55.0,,0.55,0.0
2023-05-13,0,55.0,,0.55,0.0
2023-05-14,74,63.0,True,0.63,46.62
2023-05-15,82,63.0,,0.63,51.660000000000004
2023-05-16,0,63.0,,0.63,0.0
2023-05-17,54,63.0,,0.63,34.02
2023-05-18,82,63.0,,0.63,51.660000000000004
2023-05-19,74,63.0,,0.63,46.62
